ic_accountid,account_name,account_url,account_addressstreet,account_addresscity,account_addressstate,account_addresszip,account_country,account_continent,account_countrycode,account_continentcode,account_industry,account_subindustry,account_gicscode,account_size,account_linkedin,account_phone,account_revenue,account_employees,account_desc,duns_number,parent_duns,sic_code,naics_code,ultimate_parent,account_fb,account_fbfollowers,account_twitter,abm_code,global_duit,regional_duit,global_dumarketing,regional_dumarketing,country_dumarketing,global_dusales,regional_dusales,country_dusales,global_duengg,regional_duengg,country_duengg,global_dufinance,regional_dufinance,country_dufinance,global_duadmin,regional_duadmin,country_duadmin,global_duanalytics,regional_duanalytics,country_duanalytics,account_instafollowers,account_insta,account_linkedinfollowers,account_twitterfollowers,web_traffic,technographic,companytag
uai01125780229,Macjannet Foundation Inc,www.macjannet.org,396 washington st 200,wellesley hills,Massachusetts,2481,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""BlueHost Hosting"", ""Comodo UserTrust"", ""Google Analytics"", ""Google Maps"", ""Gravity Forms"", ""Modernizr"", ""nginx"", ""PayPal"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""FlexSlider"", ""WooCommerce"", ""WordPress"", ""HTML"", ""Youtube""]}",null
uai01125697442,Ingle & Associates Llc,www.ingle-cpa.com,65 Walnut Street Suite 302,Wellesley Hills,Massachusetts,2481,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Google"", ""Google Analytics"", ""Google Maps"", ""Microsoft Exchange Server"", ""Modernizr"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""WordPress"", ""HTML""]}",null
uai01126016269,Sun Life Assurance Company Of Canada,www.sunlifedistributors.com,One Sun Life Executive Park Sc 2335,Wellesley Hills,Massachusetts,2481,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Coldfusion"", ""Akamai (Unspecified Product)"", ""Akamai CDN"", ""Akamai DNS"", ""Akamai Hosting"", ""Akamai SSL"", ""Google"", ""Google AdSense"", ""Google API"", ""IBM Watson"", ""IBM Watson Campaign Automation"", ""J2EE"", ""Java"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""Webtrends"", ""HTML"", ""Yahoo Store"", ""Yahoo User Interface""]}",null
uai01126059432,Tls International,www.tlsinternational.com,76 brewster dr,needham heights,Massachusetts,2492,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Ajax"", ""JavaScript"", ""Google"", ""Google Analytics"", ""Google Font API"", ""Google Hosted jQuery"", ""Google Hosted Libraries"", ""Modernizr"", ""nginx"", ""Ruby on Rails"", ""Shopify"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""HTML""]}",null
uai01123754936,Advisor360,www.advisor360.com,133 Boston Post Rd,Weston,Florida,2493,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$50M-$100M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
uai01127770226,Techtarget,www.techtarget.com,117 kendrick st ste 800,boston,MA,2494,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium Large,NULL,#ERROR!,$100M-$250M,500-999,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Dreamweaver"", ""Adobe Illustrator"", ""Adobe Marketing Cloud"", ""Adobe Photoshop CC"", ""Adobe Premiere Pro CC"", ""ADP (Unspecified Product)"", ""AdRoll"", ""Ahrefs"", ""Amazon AWS"", ""Amazon CloudFront"", ""Amazon EC2"", ""Amazon S3"", ""Amazon Web Hosting"", ""AngularJS"", ""AppNexus"", ""Yieldex"", ""Atlassian (Unspecified Product)"", ""Atlassian Bitbucket"", ""Atlassian Confluence"", ""Atlassian JIRA"", ""Avaya (Unspecified Product)"", ""Brightcove"", ""VideoJS"", ""Chartbeat"", ""Citrix (Unspecified Product)"", ""Commvault (Unspecified Product)"", ""Comodo UserTrust"", ""Crazy Egg"", ""DeepCrawl"", ""Epicor (Unspecified Product)"", ""Epicor ERP"", ""F5 BIG-IP"", ""F5 Networks"", ""Facebook-Domain-Insights"", ""Facebook-for-Websites"", ""Gainsight"", ""Ajax"", ""JavaScript"", ""Git"", ""GoodData"", ""Android OS"", ""Google"", ""Google Ad Manager"", ""Google Ads"", ""Google AdSense"", ""Google AdWords Conversion"", ""Google Analytics"", ""Google Marketing Platform"", ""Google Remarketing"", ""Google Tag Manager"", ""reCAPTCHA"", ""Gravity Forms"", ""Pentaho"", ""HubSpot Marketing Hub"", ""IBM Cognos Analytics"", ""IBM SPSS Statistics"", ""Jenkins"", ""GoToMeeting"", ""LogMeIn"", ""Majestic"", ""Marketo"", ""ASP.NET"", ""Azure DNS"", ""Microsoft Exchange 2013"", ""Microsoft Exchange Server"", ""Microsoft Office"", ""Microsoft PowerPoint"", ""Microsoft SharePoint"", ""Microsoft SQL Server"", ""Microsoft SQL Server 2008"", ""Microsoft Windows 7"", ""Windows 10"", ""Windows Live Writer"", ""Windows Server 2008"", ""Modernizr"", ""MongoDB"", ""MOZ SEO"", ""New Relic"", ""Nice inContact (Unspecified Product)"", ""Nortel"", ""CentOS"", ""Linux"", ""R Project"", ""OpenText (Unspecified Product)"", ""Optimizely"", ""J2EE"", ""Java"", ""MySQL"", ""PL/SQL"", ""NetSuite"", ""PubMatic"", ""Python"", ""Qualtrics"", ""RingLead"", ""Sales Cloud Einstein"", ""Salesforce CRM"", ""Salesforce.com Service Cloud"", ""Screaming Frog (Unspecified Product)"", ""Selenium"", ""SEMrush"", ""Flashtalking"", ""SproutSocial"", ""SurveyGizmo"", ""SurveyMonkey"", ""Symantec (Unspecified Product)"", ""Tableau"", ""Tealium"", ""TeamViewer"", ""TechSmith Camtasia"", ""TestNG"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""Unix"", ""PHP"", ""ThreatTrack"", ""Twitter"", ""Twitter Cards"", ""Twitter Tweet Button"", ""vBulletin"", ""Veeam"", ""Veeam Backup & Replication"", ""Veritas"", ""VMware (Unspecified Product)"", ""VMware Virtual Infrastructure"", ""WordPress"", ""Workfront (Unspecified Product)"", ""HTML"", ""Yoast"", ""Youtube""]}",null
uai01127708988,Strategic Solutions Group Llc,www.ssg-llc.com,300 1st ave ste 103,needham,MA,2494,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Constant Contact"", ""Google"", ""Google Analytics"", ""Google Maps"", ""Hostgator Hosting"", ""Microsoft Exchange Server"", ""Windows Live Writer"", ""Modernizr"", ""nginx"", ""jQuery"", ""Twitter Tweet Button"", ""WordPress"", ""HTML"", ""Yoast""]}",null
uai01125512426,Collegeweeklive,www.collegeweeklive.com,100 Crescent Rd,Needham,Massachusetts,2494,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe Shockwave"", ""Amazon AWS"", ""Amazon CloudFront"", ""Amazon EC2"", ""Amazon Redshift"", ""Amazon Route 53"", ""Amazon S3"", ""Amazon Web Hosting"", ""AngularJS"", ""Canonical Ubuntu"", ""Facebook Web Custom Audiences"", ""Facebook Widget"", ""Facebook-for-Websites"", ""Ajax"", ""JavaScript"", ""Google"", ""Google Analytics"", ""Google Plus One"", ""Google WebRTC"", ""Marketo"", ""Modernizr"", ""MouseFlow"", ""Java"", ""Salesforce CRM"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""Tibco (Unspecified Product)"", ""TIBCO Jaspersoft"", ""Twitter"", ""Twitter Tweet Button"", ""Wistia"", ""HTML"", ""Youtube""]}",null
uai01127626279,Phreedom Tech,www.phreedom.com,175 Highland Ave Ste 303,Needham Heights,Massachusetts,2494,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""GoDaddy Hosting"", ""Google"", ""Google Analytics"", ""Google Font API"", ""Google Maps"", ""Google Tag Manager"", ""HubSpot"", ""Modernizr"", ""CentOS"", ""Salesforce.com (Unspecified Product)"", ""Salesforce.com Force.com"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""WordPress""]}",null
uai01125780957,Madaket Marine,www.madaketmarine.com,20 N Cambridge St,Nantucket,Massachusetts,2554,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe Shockwave"", ""Disqus"", ""GoDaddy Hosting"", ""Google Ad Manager"", ""Google Analytics"", ""Lightbox"", ""Rackspace"", ""Rackspace DNS"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""HTML"", ""Youtube""]}",null
uai01126019919,Sustainable Nantucket,www.sustainablenantucket.org,po box 1244,nantucket,Massachusetts,2554,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Dreamweaver"", ""Adobe Shockwave"", ""Amazon AWS"", ""Amazon CloudFront"", ""Constant Contact"", ""JavaScript"", ""GoDaddy Hosting"", ""Google G Suite"", ""Google Tag Manager"", ""InMotion Hosting"", ""Mailchimp"", ""Microsoft Office"", ""Windows Live Writer"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""WordPress"", ""HTML"", ""Youtube""]}",null
uai01128975897,Maverick Technology Partners,www.mavericktechnologypartners.com,802 macarthur blvd,pocasset,MA,2559,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
uai01125882846,Pc Network Guys,www.pcnetworkguys.com,2544 Cranberry Highway,Wareham,Massachusetts,2571,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$0-$1M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""GoDaddy Hosting"", ""ASP.NET"", ""Microsoft IIS"", ""jQuery"", ""WordPress""]}",null
uai01125841004,New England Family Chiropractric,www.nefcwareham.com,260 Marion Rd Unit C,Wareham,Massachusetts,2571,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe Shockwave"", ""Facebook-for-Websites"", ""Google"", ""Google Ad Manager"", ""Google Translate Widget"", ""Modernizr"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""Varnish"", ""HTML"", ""Youtube""]}",null
uai01128689472,Sencorpwhite Inc,www.sencorpwhite.com,400 Kidds Hill Rd,Hyannis,Massachusetts,2601,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon Web Hosting"", ""AutoCAD"", ""Autodesk (Unspecified Product)"", ""CATIA"", ""Dassault DraftSight"", ""Dassault SOLIDWORKS"", ""Dassault Systemes (Unspecified Product)"", ""Google"", ""Google Analytics"", ""Google Maps"", ""Google Tag Manager"", ""Gravatar"", ""ASP.NET"", ""Microsoft Office"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Windows Live Writer"", ""Salesforce CRM"", ""ScaleEngine"", ""ServiceMax"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""TripleLift"", ""WordPress"", ""HTML"", ""Youtube""]}",null
uai01123543823,Cape Air It Department,www.capeair.com,660 Barnstable Road,Hyannis,Massachusetts,2601,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$100M-$250M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Photoshop CC"", ""Adobe Typekit"", ""ADP (Unspecified Product)"", ""ADP Payroll"", ""ADP Workforce Now"", ""AdPerfect"", ""Amadeus (Unspecified Product)"", ""Amazon AWS"", ""Amazon EC2"", ""Amazon S3"", ""Amazon Web Hosting"", ""AngularJS"", ""AppNexus"", ""Citrix (Unspecified Product)"", ""Citrix Virtual Apps"", ""Cloudflare"", ""CloudFlare CDN"", ""Cloudflare DNS"", ""DNS Made Easy"", ""Emma"", ""Facebook Web Custom Audiences"", ""Facebook-for-Websites"", ""Facebook-SDK"", ""Freshdesk"", ""Garmin"", ""Ajax"", ""JavaScript"", ""Google"", ""Google Ad Manager"", ""Google Analytics"", ""Google Font API"", ""Google Hosted jQuery"", ""Google Hosted Libraries"", ""Google Tag Manager"", ""reCAPTCHA"", ""MailChimp Mandrill"", ""Azure DNS"", ""Microsoft Exchange Server"", ""Microsoft Office"", ""Microsoft Office 365"", ""Skype"", ""Modernizr"", ""CentOS"", ""nginx"", ""OpenSSL"", ""Oracle 11g Enterprise Edition"", ""Oracle Database"", ""Rackspace Hosting"", ""Thawte"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""VMware (Unspecified Product)"", ""VMware vCenter"", ""VMware vSphere"", ""HTML""]}",null
uai01127484347,Sta Group,www.stagrp.com,Po Box 1241 527 Main St Unit 9,Harwich,Massachusetts,2645,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$1M-$10M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""CloudFlare CDN"", ""Constant Contact"", ""Facebook Widget"", ""Facebook-for-Websites"", ""Facebook-Like"", ""Ajax"", ""JavaScript"", ""GoDaddy Hosting"", ""Google"", ""Google Analytics"", ""Google G Suite"", ""Google Plus One"", ""reCAPTCHA"", ""Gravatar"", ""Lanyon"", ""RegOnline"", ""Linode Hosting"", ""Liquid Web Hosting"", ""Microsoft Exchange Server"", ""Windows Live Writer"", ""Modernizr"", ""nginx"", ""Rackspace Hosting"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""Twitter Tweet Button"", ""FlexSlider"", ""WooCommerce"", ""WordPress"", ""HTML""]}",null
uai01128204694,Quantumbio,www.quantumbioinc.com,2790 w college ave ste 900,state college,Pennsylvania,2648,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$0-$1M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon Route 53"", ""Ajax"", ""Google Docs"", ""Google Drive"", ""Skype"", ""Rackspace""]}",null
uai01124556329,Trade Area Systems Tas,www.tradeareasystems.com,555 Pleasant St Ste 201,Attleboro,Massachusetts,2703,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""123FormBuilder"", ""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Illustrator"", ""Adobe InDesign"", ""Adobe Photoshop CC"", ""Adobe Typekit"", ""CloudFlare CDN"", ""GoDaddy Hosting"", ""Google Analytics"", ""HubSpot"", ""Linode DNS"", ""C#"", ""Microsoft Office"", ""Microsoft SQL Server"", ""Microsoft.NET"", ""Modernizr"", ""Lightbox"", ""Java"", ""Python"", ""Salesforce CRM"", ""Salesforce Email Studio"", ""Salesforce Marketing Cloud"", ""Salesforce WebToLead"", ""Salesforce.com (Unspecified Product)"", ""Salesforce.com Force.com"", ""jQuery"", ""Twitter"", ""WordPress"", ""HTML"", ""Zendesk""]}",null
uai01125857154,Nye Lubricants,www.nyelubricants.com,12 Howland Rd,Fairhaven,Massachusetts,2719,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Illustrator"", ""Adobe Photoshop CC"", ""ClickDimensions"", ""Dassault SOLIDWORKS"", ""Dassault Systemes (Unspecified Product)"", ""JavaScript"", ""GoDaddy Hosting"", ""Google"", ""Google Ads"", ""Google Analytics"", ""Google Font API"", ""Maintenance Connection"", ""Microsoft Dynamics"", ""Microsoft Dynamics CRM"", ""Microsoft Exchange Server"", ""Microsoft Office"", ""Microsoft PowerPoint"", ""Microsoft SharePoint"", ""Modernizr"", ""New Relic"", ""nginx"", ""OpenSSL"", ""Rackspace Hosting"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""Unix"", ""PHP"", ""Twitter"", ""Twitter Bootstrap"", ""FlexSlider"", ""WooCommerce"", ""HTML"", ""Youtube""]}",null
uai01123742152,Miet Healthcare,www.miethealthcare.com,1822 N Main St,Fall River,Massachusetts,2720,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""CloudFlare CDN"", ""GoDaddy Hosting"", ""Google"", ""Google Maps"", ""Windows Live Writer"", ""Modernizr"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""WordPress"", ""HTML""]}",null
uai01126063842,Tour Azores,www.tourazores.com,176 Columbia St,Fall River,Massachusetts,2721,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""CloudFlare CDN"", ""Google"", ""Google Analytics"", ""Google G Suite"", ""Gravatar"", ""Gravity Forms"", ""Windows Live Writer"", ""nginx"", ""jQuery"", ""WordPress"", ""HTML"", ""Yoast"", ""Youtube""]}",null
uai01125702482,Interactive Palette,www.interactivepalette.com,Po Box 1007,Fall River,Massachusetts,2722,United States,AMER,US,NA,IT Services,Data Processing & Outsourced Services,451020,Small,NULL,#ERROR!,$0-$1M,10-99,NULL,NULL,NULL,7374,518210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Braintree"", ""Clicky"", ""Enom"", ""JavaScript"", ""Google"", ""Google Analytics"", ""Google Tag Manager"", ""Liquid Web Hosting"", ""Mailchimp"", ""Olapic"", ""OpenSSL"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""Unix"", ""PHP"", ""HTML"", ""Youtube""]}",null
uai01125787575,Mariner Seafood Llc,www.marinerseafood.com,14 South St,New Bedford,Massachusetts,2740,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""concrete5"", ""Google"", ""Google Font API"", ""Google Tag Manager"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""Nivo Slider"", ""HTML""]}",null
uai01125582470,Edson International,www.edsonmarine.com,146 Duchaine Blvd,New Bedford,Massachusetts,2745,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$1M-$10M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe Shockwave"", ""Dassault SOLIDWORKS"", ""Dassault Systemes (Unspecified Product)"", ""Facebook Widget"", ""Facebook-for-Websites"", ""Facebook-Like"", ""Ajax"", ""Google"", ""Google AdSense"", ""Google Analytics"", ""Google Tag Manager"", ""Google Translate Widget"", ""Media Temple"", ""New Relic"", ""StatCounter"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""Vimeo"", ""FlexSlider"", ""WooCommerce"", ""HTML"", ""Zen Cart""]}",null
uai01123795846,Infosec It Services,www.infosecitservices.com,15 Village Drive,Dartmouth,Massachusetts,2747,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
